n_bathrooms,rent_price,n_rooms,sq_mt_built,buy_price_by_area,has_garden,buy_price
5.0,-8202,4,420.0,4000,1,1680000
7.0,2510,4,300.0,3327,1,998000
4.0,2417,6,410.0,2073,1,850000
5.0,-28381,5,303.0,6584,0,1995000
4.0,2115,5,256.0,2812,1,695000
7.0,-266250,8,100.0,2890,1,3000000
5.0,-14150,6,308.0,5844,1,1800000
7.0,-205750,7,100.0,2375,1,2850000
7.0,-171474,8,844.0,3258,1,2750000
6.0,1536,5,450.0,2778,1,1250000
4.0,2275,4,220.0,3500,1,770000
6.0,-425334,5,680.0,4853,1,3300000
5.0,-221,6,467.0,2987,1,1395000
4.0,712,5,380.0,3500,1,1330000
6.0,-65933,6,700.0,3286,0,2300000
4.0,-221,5,467.0,2987,1,1395000
4.0,-221,5,467.0,2987,1,1395000
5.0,712,4,383.0,3473,1,1330000
4.0,2285,5,371.0,2089,1,775000
5.0,-1225,5,587.0,2470,1,1450000
5.0,2514,6,513.0,1930,1,990000
4.0,2165,5,242.0,4752,1,1150000
7.0,-17213,8,653.0,2833,1,1850000
4.0,-59721,6,657.0,3440,1,2260000
7.0,-36205,7,700.0,2964,1,2075000
6.0,2361,7,409.0,2677,1,1095000
3.0,2475,5,254.0,3524,1,895000
4.0,2464,4,271.0,3266,1,885000
5.0,2421,7,274.0,3905,1,1070000
4.0,2416,5,371.0,2288,1,849000
4.0,1536,6,398.0,3141,1,1250000
3.0,2245,4,250.0,3020,1,755000
6.0,-564667,5,724.0,4834,1,3500000
8.0,-44765,7,447.0,4810,1,2150000
6.0,18,6,423.0,3262,0,1380000
4.0,452,4,370.0,3649,1,1350000
5.0,-14150,5,366.0,4918,1,1800000
4.0,-1225,5,400.0,3625,1,1450000
6.0,452,5,429.0,3147,1,1350000
5.0,1165,5,445.0,2899,0,1290000
6.0,-14150,5,366.0,4918,1,1800000
5.0,-8414,6,590.0,2856,1,1685000
5.0,-14150,5,368.0,4891,1,1800000
5.0,2517,5,415.0,2349,0,975000
8.0,-1480474,10,100.0,3116,1,4300000
4.0,-10216,6,540.0,3194,1,1725000
2.0,2333,3,160.0,5000,0,800000
5.0,-14150,5,411.0,4380,1,1800000
4.0,-13026,6,419.0,4248,0,1780000
5.0,-11444,6,590.0,2966,1,1750000
5.0,-4866,5,391.0,4066,1,1590000
4.0,-735341,6,998.0,3707,1,3700000
7.0,-366133,5,740.0,4324,0,3200000
9.0,-24524,10,654.0,2982,1,1950000
5.0,-2214,4,420.0,3560,1,1495000
6.0,-24524,4,624.0,3125,1,1950000
7.0,-44765,7,447.0,4810,1,2150000
4.0,-2333,5,400.0,3750,1,1500000
2.0,2265,3,179.0,4274,0,765000
5.0,-221,6,470.0,2968,1,1395000
3.0,-154511,3,335.0,8045,0,2695000
4.0,-154511,4,335.0,8045,0,2695000
4.0,-11444,4,240.0,7292,0,1750000
3.0,2234,4,200.0,3750,1,750000
3.0,2410,4,250.0,3380,1,845000
3.0,2234,4,226.0,3319,1,750000
5.0,-19939,5,500.0,3780,0,1890000
4.0,2305,4,296.0,2652,0,785000
4.0,-221,6,474.0,2943,1,1395000
7.0,-4495741,9,601.0,9151,1,5500000
4.0,-560819,6,450.0,7767,1,3495000
3.0,-8846,3,247.0,6862,0,1695000
5.0,-313261,5,327.0,9480,1,3100000
5.0,-24524,4,351.0,5556,1,1950000
6.0,-564667,5,469.0,7463,1,3500000
5.0,2044,6,292.0,4024,1,1175000
5.0,-103852,4,351.0,7120,1,2499000
3.0,-394913,2,432.0,7523,0,3250000
4.0,-313261,4,395.0,7848,1,3100000
3.0,2470,5,286.0,3112,1,890000
3.0,2369,5,290.0,2828,1,820000
3.0,2475,5,334.0,2680,1,895000
3.0,2159,6,362.0,1975,0,715000
3.0,2369,5,289.0,2837,1,820000
4.0,2103,4,276.0,2500,1,690000
3.0,2315,5,267.0,2959,1,790000
3.0,2115,4,289.0,2405,1,695000
